Alter;Beruf;Familienstand;Ausbildung;Ausgefallen;Kontostand;Eigentum;Darlehen;Dauer;Label
36;Angestellter;verheiratet;unbekannt;0;-400;1;1;362;0
48;Arbeitslos;verheiratet;Mittlere Reife;1;-6;0;0;362;0
37;Angestellter;verheiratet;Mittlere Reife;0;0;1;0;362;0
54;Servicekraft;geschieden;Allgemeine Hochschulreife;0;0;0;0;362;1
34;Selbständig;verheiratet;Allgemeine Hochschulreife;0;47;0;0;362;0
52;Techniker;geschieden;Allgemeine Hochschulreife;0;144;1;0;362;0
31;Student;verheiratet;Allgemeine Hochschulreife;0;200;1;0;362;0
30;Techniker;ledig;Allgemeine Hochschulreife;0;359;1;0;362;0
32;Arbeitslos;ledig;Hochschulabschluss;0;507;0;0;362;0
30;unbekannt;ledig;Hochschulabschluss;0;536;0;0;362;1
43;Servicekraft;geschieden;Allgemeine Hochschulreife;0;553;1;0;362;0
38;unbekannt;verheiratet;Hochschulabschluss;0;630;0;0;362;1
37;Angestellter;verheiratet;unbekannt;0;722;1;0;362;0
26;unbekannt;ledig;Hochschulabschluss;0;761;0;0;362;0
36;Beamter;ledig;Allgemeine Hochschulreife;0;886;1;1;362;0
45;Angestellter;geschieden;Mittlere Reife;0;942;0;0;362;0
33;Beamter;ledig;Hochschulabschluss;0;1371;1;0;362;0
39;Hausgehilfin;verheiratet;Allgemeine Hochschulreife;0;1444;0;0;362;1
64;Rentner;verheiratet;Allgemeine Hochschulreife;0;1612;0;0;362;0
42;Freiberufler;verheiratet;Hochschulabschluss;0;2249;1;0;362;0
57;Angestellter;ledig;Mittlere Reife;0;3495;0;1;362;0
32;unbekannt;ledig;Hochschulabschluss;0;3981;1;0;362;0
33;unbekannt;ledig;Hochschulabschluss;0;4835;0;0;362;0
32;Servicekraft;ledig;unbekannt;0;6145;1;0;362;0
28;Techniker;ledig;Allgemeine Hochschulreife;0;6551;0;0;362;0
59;Rentner;verheiratet;Allgemeine Hochschulreife;0;0;0;0;363;0
27;Angestellter;geschieden;Allgemeine Hochschulreife;0;0;1;0;363;0
30;Techniker;ledig;Allgemeine Hochschulreife;0;11;0;0;363;0
43;Techniker;verheiratet;Allgemeine Hochschulreife;0;136;0;0;363;1
22;Student;ledig;Allgemeine Hochschulreife;0;216;0;0;363;1
32;unbekannt;ledig;Hochschulabschluss;0;354;0;0;363;0
48;Beamter;verheiratet;Allgemeine Hochschulreife;0;368;0;0;363;1
68;Rentner;geschieden;Mittlere Reife;0;476;0;0;363;0
38;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;741;1;0;363;0
52;Angestellter;ledig;Allgemeine Hochschulreife;0;894;0;1;363;0
25;Beamter;ledig;Hochschulabschluss;0;1056;1;0;363;0
29;unbekannt;ledig;Hochschulabschluss;0;1514;1;0;363;0
44;Arbeitslos;verheiratet;Allgemeine Hochschulreife;0;1543;0;0;363;0
33;unbekannt;ledig;Hochschulabschluss;0;1962;0;0;363;1
40;Selbständig;verheiratet;Mittlere Reife;0;2077;1;0;363;0
65;Rentner;verheiratet;Allgemeine Hochschulreife;0;3812;0;0;363;0
38;Beamter;geschieden;Allgemeine Hochschulreife;0;3834;1;0;363;0
33;Arbeitslos;ledig;Hochschulabschluss;0;4874;0;0;363;0
35;Beamter;verheiratet;Allgemeine Hochschulreife;0;5250;1;0;363;0
40;Angestellter;verheiratet;Allgemeine Hochschulreife;0;5;1;0;364;0
32;Angestellter;geschieden;Allgemeine Hochschulreife;0;98;1;0;364;0
30;unbekannt;ledig;Hochschulabschluss;0;102;1;0;364;1
44;Selbständig;verheiratet;unbekannt;0;163;1;0;364;1
44;Techniker;geschieden;Allgemeine Hochschulreife;0;177;1;0;364;0
44;Techniker;verheiratet;Allgemeine Hochschulreife;0;227;1;1;364;0
34;Student;ledig;unbekannt;0;242;0;0;364;0
31;unbekannt;ledig;Hochschulabschluss;0;288;0;0;364;0
30;unbekannt;verheiratet;Hochschulabschluss;0;314;0;0;364;0
48;Beamter;verheiratet;Allgemeine Hochschulreife;0;344;0;0;364;0
25;Servicekraft;ledig;Allgemeine Hochschulreife;0;642;1;1;364;0
38;Techniker;ledig;Allgemeine Hochschulreife;0;864;1;0;364;0
39;Angestellter;verheiratet;Mittlere Reife;0;1004;1;0;364;0
31;Techniker;verheiratet;Allgemeine Hochschulreife;0;1263;1;0;364;0
38;Arbeitslos;ledig;Allgemeine Hochschulreife;0;1354;1;0;364;0
42;Beamter;verheiratet;Allgemeine Hochschulreife;0;1455;1;0;364;0
45;unbekannt;verheiratet;Hochschulabschluss;0;1788;0;0;364;0
50;Techniker;geschieden;Allgemeine Hochschulreife;0;2910;0;1;364;0
47;unbekannt;verheiratet;Hochschulabschluss;0;3663;0;0;364;1
40;unbekannt;verheiratet;Hochschulabschluss;0;7780;0;0;364;0
36;Beamter;geschieden;Allgemeine Hochschulreife;0;-811;1;0;365;1
52;unbekannt;geschieden;Mittlere Reife;0;11;0;0;365;0
43;Angestellter;verheiratet;Mittlere Reife;0;56;0;0;365;0
31;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;179;1;0;365;0
32;unbekannt;ledig;Hochschulabschluss;0;223;0;0;365;0
36;Angestellter;verheiratet;Allgemeine Hochschulreife;0;349;1;0;365;0
55;Hausgehilfin;verheiratet;unbekannt;0;366;0;0;365;1
40;Techniker;verheiratet;Allgemeine Hochschulreife;0;372;1;0;365;0
22;Student;ledig;unbekannt;0;410;0;0;365;0
30;unbekannt;ledig;Hochschulabschluss;0;533;0;0;365;1
34;Beamter;ledig;Allgemeine Hochschulreife;0;598;1;0;365;0
29;unbekannt;ledig;Hochschulabschluss;0;697;0;0;365;1
37;Techniker;verheiratet;Allgemeine Hochschulreife;0;720;1;0;365;0
46;unbekannt;verheiratet;Allgemeine Hochschulreife;0;790;1;0;365;0
39;unbekannt;verheiratet;Hochschulabschluss;0;839;0;1;365;0
42;Techniker;verheiratet;Allgemeine Hochschulreife;0;994;1;0;365;0
52;Angestellter;verheiratet;Allgemeine Hochschulreife;0;1117;1;0;365;0
30;Angestellter;ledig;Allgemeine Hochschulreife;0;1165;1;0;365;0
45;Beamter;geschieden;Hochschulabschluss;0;1506;0;0;365;1
51;Beamter;verheiratet;Allgemeine Hochschulreife;0;1535;0;1;365;0
31;Selbständig;ledig;Hochschulabschluss;0;3343;0;0;365;1
47;Angestellter;verheiratet;Allgemeine Hochschulreife;0;-337;1;1;366;0
24;Angestellter;ledig;Allgemeine Hochschulreife;0;-169;1;0;366;0
35;Beamter;ledig;Allgemeine Hochschulreife;0;-32;0;1;366;1
33;unbekannt;verheiratet;Hochschulabschluss;0;0;1;0;366;0
39;Beamter;verheiratet;Allgemeine Hochschulreife;0;0;0;0;366;1
37;Techniker;ledig;Hochschulabschluss;0;0;1;0;366;1
52;unbekannt;verheiratet;Hochschulabschluss;0;7;0;0;366;0
35;Techniker;geschieden;Allgemeine Hochschulreife;0;44;1;1;366;0
39;Student;ledig;unbekannt;0;64;0;0;366;0
51;Selbständig;verheiratet;Mittlere Reife;0;106;1;0;366;0
37;unbekannt;verheiratet;Hochschulabschluss;0;156;0;0;366;1
47;Angestellter;verheiratet;unbekannt;1;162;0;0;366;1
31;Techniker;ledig;Allgemeine Hochschulreife;0;198;0;0;366;0
40;Techniker;verheiratet;Allgemeine Hochschulreife;0;232;0;0;366;0
32;Beamter;verheiratet;Allgemeine Hochschulreife;0;366;0;0;366;1
34;Freiberufler;verheiratet;Hochschulabschluss;0;368;0;1;366;0
30;Beamter;verheiratet;Allgemeine Hochschulreife;0;396;1;0;366;1
29;unbekannt;ledig;Hochschulabschluss;0;502;0;0;366;0
64;Rentner;verheiratet;Allgemeine Hochschulreife;0;588;0;0;366;0
38;unbekannt;verheiratet;Hochschulabschluss;0;661;1;0;366;0
32;unbekannt;geschieden;Hochschulabschluss;0;874;0;0;366;0
30;Arbeitslos;ledig;Hochschulabschluss;0;1159;0;0;366;1
38;Beamter;geschieden;Allgemeine Hochschulreife;0;1533;1;0;366;0
33;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;1631;1;0;366;0
25;Beamter;ledig;Hochschulabschluss;0;1734;0;0;366;0
44;Freiberufler;geschieden;Allgemeine Hochschulreife;0;-600;1;1;367;0
50;Beamter;geschieden;Allgemeine Hochschulreife;0;124;1;1;367;0
41;Angestellter;geschieden;Allgemeine Hochschulreife;0;174;1;0;367;0
49;Techniker;geschieden;Allgemeine Hochschulreife;0;305;0;0;367;1
33;Techniker;verheiratet;Allgemeine Hochschulreife;0;557;0;0;367;1
64;Selbständig;verheiratet;Hochschulabschluss;0;661;0;0;367;1
29;Techniker;verheiratet;Allgemeine Hochschulreife;0;1180;1;0;367;1
45;unbekannt;verheiratet;Hochschulabschluss;0;1309;0;0;367;1
56;Techniker;ledig;Allgemeine Hochschulreife;0;1437;1;0;367;0
54;Rentner;geschieden;Hochschulabschluss;0;3076;0;0;367;0
29;Angestellter;verheiratet;Allgemeine Hochschulreife;0;3310;0;0;367;0
37;Arbeitslos;verheiratet;Hochschulabschluss;0;7620;0;0;367;1
64;Rentner;verheiratet;Mittlere Reife;0;12067;0;0;367;1
39;Angestellter;verheiratet;Allgemeine Hochschulreife;0;56;1;0;368;0
29;unbekannt;verheiratet;Hochschulabschluss;0;103;1;0;368;0
49;Beamter;ledig;Hochschulabschluss;0;228;1;0;368;1
45;Techniker;geschieden;Allgemeine Hochschulreife;0;299;1;0;368;0
24;Techniker;verheiratet;Allgemeine Hochschulreife;0;556;1;0;368;1
36;Arbeitslos;ledig;Allgemeine Hochschulreife;0;851;0;0;368;0
40;Techniker;verheiratet;Hochschulabschluss;0;1034;1;0;368;0
22;Student;ledig;Allgemeine Hochschulreife;0;1522;0;0;368;1
42;Techniker;verheiratet;unbekannt;0;1559;0;0;368;1
37;unbekannt;verheiratet;Hochschulabschluss;0;2019;1;0;368;0
34;Techniker;verheiratet;Allgemeine Hochschulreife;0;2467;0;0;368;0
69;Hausgehilfin;ledig;unbekannt;0;2493;0;0;368;0
27;Student;ledig;Hochschulabschluss;0;5741;0;0;368;0
55;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;-626;1;1;369;0
28;Beamter;verheiratet;Allgemeine Hochschulreife;0;-31;1;0;369;0
34;Angestellter;verheiratet;Mittlere Reife;0;3;1;0;369;0
22;Beamter;ledig;Allgemeine Hochschulreife;0;33;0;0;369;1
39;Arbeitslos;ledig;Hochschulabschluss;0;79;0;0;369;0
32;Servicekraft;ledig;Allgemeine Hochschulreife;0;101;1;0;369;0
33;Techniker;ledig;Allgemeine Hochschulreife;0;145;1;0;369;0
57;Beamter;verheiratet;Allgemeine Hochschulreife;0;169;0;0;369;1
39;Techniker;ledig;Allgemeine Hochschulreife;0;283;1;0;369;0
48;Angestellter;ledig;Allgemeine Hochschulreife;0;312;1;1;369;0
30;Beamter;ledig;Allgemeine Hochschulreife;0;382;1;0;369;0
46;unbekannt;geschieden;Hochschulabschluss;0;461;0;0;369;1
38;Servicekraft;verheiratet;Hochschulabschluss;0;535;1;0;369;0
36;Selbständig;verheiratet;Hochschulabschluss;0;634;1;0;369;0
24;Angestellter;verheiratet;Allgemeine Hochschulreife;0;1222;1;0;369;0
54;Angestellter;verheiratet;Allgemeine Hochschulreife;0;1223;1;0;369;0
43;Beamter;ledig;Allgemeine Hochschulreife;0;1707;1;0;369;1
22;Hausgehilfin;ledig;Allgemeine Hochschulreife;0;1796;0;0;369;1
28;Angestellter;verheiratet;Allgemeine Hochschulreife;0;2788;1;0;369;1
58;Beamter;geschieden;Allgemeine Hochschulreife;0;3337;1;0;369;1
37;Arbeitslos;verheiratet;unbekannt;0;4565;0;0;369;0
41;Angestellter;verheiratet;Mittlere Reife;0;-692;1;0;370;0
32;unbekannt;ledig;Hochschulabschluss;0;0;1;0;370;1
34;unbekannt;ledig;Hochschulabschluss;0;5;0;0;370;1
59;Servicekraft;verheiratet;Mittlere Reife;0;64;1;1;370;0
31;Angestellter;ledig;Allgemeine Hochschulreife;0;144;1;0;370;0
30;unbekannt;ledig;Hochschulabschluss;0;212;1;0;370;0
27;Techniker;ledig;Hochschulabschluss;0;501;0;1;370;0
51;Servicekraft;ledig;Allgemeine Hochschulreife;0;516;1;0;370;0
32;Techniker;verheiratet;Hochschulabschluss;0;636;1;0;370;1
30;Beamter;ledig;Allgemeine Hochschulreife;0;915;1;0;370;1
35;unbekannt;ledig;Hochschulabschluss;0;1379;0;0;370;0
33;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;1397;1;0;370;0
34;Selbständig;verheiratet;Allgemeine Hochschulreife;0;1813;0;0;370;0
34;Arbeitslos;verheiratet;Allgemeine Hochschulreife;0;2173;1;1;370;0
37;Techniker;geschieden;Allgemeine Hochschulreife;0;3068;1;1;370;1
33;unbekannt;verheiratet;Hochschulabschluss;0;3669;1;0;370;0
38;Techniker;ledig;Hochschulabschluss;0;5122;1;0;370;0
38;Arbeitslos;verheiratet;Mittlere Reife;0;7005;1;0;370;1
38;Angestellter;verheiratet;Mittlere Reife;0;10443;0;0;370;0
44;Techniker;verheiratet;Allgemeine Hochschulreife;0;-1317;1;0;371;0
35;Angestellter;ledig;Allgemeine Hochschulreife;0;0;1;0;371;0
51;Servicekraft;geschieden;Allgemeine Hochschulreife;0;9;0;0;371;1
47;Hausgehilfin;ledig;Mittlere Reife;0;46;0;0;371;0
29;unbekannt;verheiratet;Hochschulabschluss;0;250;1;0;371;0
34;Freiberufler;geschieden;Hochschulabschluss;0;262;0;0;371;0
31;Freiberufler;ledig;unbekannt;0;301;1;0;371;0
34;Selbständig;ledig;Allgemeine Hochschulreife;0;360;1;0;371;0
37;Angestellter;verheiratet;Allgemeine Hochschulreife;0;604;1;0;371;1
53;Rentner;verheiratet;Allgemeine Hochschulreife;0;665;1;0;371;0
64;Hausgehilfin;verheiratet;Mittlere Reife;0;768;0;0;371;1
26;Techniker;ledig;Hochschulabschluss;0;822;0;0;371;0
65;Rentner;verheiratet;Mittlere Reife;0;1004;0;0;371;0
32;Techniker;verheiratet;Allgemeine Hochschulreife;0;1119;0;0;371;0
53;unbekannt;verheiratet;Hochschulabschluss;0;1356;1;0;371;0
33;Servicekraft;ledig;Allgemeine Hochschulreife;0;1852;0;0;371;0
29;unbekannt;ledig;Hochschulabschluss;0;2799;1;0;371;0
48;Selbständig;verheiratet;Hochschulabschluss;0;3118;0;0;371;0
51;unbekannt;verheiratet;Hochschulabschluss;0;3463;0;1;371;1
35;Techniker;verheiratet;Allgemeine Hochschulreife;0;5553;1;0;371;0
52;unbekannt;verheiratet;Hochschulabschluss;0;6922;0;0;371;0
31;unbekannt;ledig;Hochschulabschluss;0;9629;0;0;371;0
63;Rentner;verheiratet;Allgemeine Hochschulreife;0;18016;0;0;371;1
30;Techniker;verheiratet;Allgemeine Hochschulreife;0;-306;1;1;372;0
39;Arbeitslos;ledig;Allgemeine Hochschulreife;0;-114;1;0;372;1
30;Beamter;ledig;Allgemeine Hochschulreife;0;19;0;0;372;0
41;Servicekraft;ledig;Allgemeine Hochschulreife;0;92;0;0;372;1
34;Angestellter;geschieden;Mittlere Reife;0;390;1;0;372;0
35;unbekannt;ledig;Hochschulabschluss;0;474;1;1;372;0
31;unbekannt;ledig;Hochschulabschluss;0;533;0;0;372;1
67;Rentner;verheiratet;unbekannt;0;714;0;0;372;0
51;Rentner;verheiratet;Hochschulabschluss;0;746;0;0;372;0
32;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;914;0;0;372;1
34;Angestellter;verheiratet;Allgemeine Hochschulreife;0;965;1;0;372;0
36;Angestellter;verheiratet;Mittlere Reife;0;1010;1;0;372;0
37;Techniker;verheiratet;Allgemeine Hochschulreife;0;1784;1;0;372;0
33;Angestellter;ledig;Allgemeine Hochschulreife;0;2202;1;0;372;0
31;unbekannt;ledig;Hochschulabschluss;0;9421;0;0;372;1
35;Techniker;verheiratet;Hochschulabschluss;0;14232;1;0;372;1
41;Arbeitslos;verheiratet;Hochschulabschluss;0;0;0;0;373;1
52;Freiberufler;geschieden;Hochschulabschluss;0;199;1;1;373;0
45;Beamter;verheiratet;Allgemeine Hochschulreife;0;205;0;0;373;1
27;unbekannt;ledig;Hochschulabschluss;0;212;1;0;373;0
44;Techniker;ledig;Allgemeine Hochschulreife;0;285;1;0;373;0
68;Rentner;verheiratet;Mittlere Reife;0;451;0;0;373;0
63;Rentner;verheiratet;unbekannt;0;538;0;0;373;0
20;Student;ledig;Allgemeine Hochschulreife;0;602;1;0;373;0
29;Techniker;ledig;Hochschulabschluss;0;615;1;0;373;1
31;Beamter;verheiratet;Allgemeine Hochschulreife;0;713;1;0;373;0
49;Angestellter;verheiratet;Mittlere Reife;0;762;1;0;373;0
58;Techniker;verheiratet;Hochschulabschluss;0;883;0;0;373;0
54;Angestellter;verheiratet;Allgemeine Hochschulreife;0;1070;0;0;373;0
30;unbekannt;verheiratet;Allgemeine Hochschulreife;0;1439;1;0;373;0
53;Beamter;geschieden;Allgemeine Hochschulreife;0;2687;1;0;373;0
59;Arbeitslos;ledig;Mittlere Reife;0;7724;0;0;373;1
34;Beamter;verheiratet;Allgemeine Hochschulreife;0;-314;1;1;374;0
47;unbekannt;verheiratet;Hochschulabschluss;0;0;0;1;374;1
45;Angestellter;ledig;Allgemeine Hochschulreife;0;0;0;0;374;1
47;Arbeitslos;ledig;Hochschulabschluss;0;44;0;0;374;0
27;Beamter;verheiratet;Hochschulabschluss;0;73;0;0;374;0
60;unbekannt;verheiratet;Mittlere Reife;0;130;0;0;374;0
35;Arbeitslos;ledig;Allgemeine Hochschulreife;0;221;0;0;374;0
44;Techniker;verheiratet;Allgemeine Hochschulreife;0;306;1;0;374;0
39;Beamter;verheiratet;Mittlere Reife;0;444;1;0;374;0
29;Beamter;verheiratet;Allgemeine Hochschulreife;0;792;1;0;374;0
50;unbekannt;verheiratet;Hochschulabschluss;0;1597;0;0;374;0
56;Freiberufler;ledig;Hochschulabschluss;0;1745;1;0;374;0
31;Arbeitslos;ledig;Allgemeine Hochschulreife;0;2616;0;0;374;1
27;Angestellter;ledig;Allgemeine Hochschulreife;0;3145;0;0;374;1
33;Angestellter;ledig;Allgemeine Hochschulreife;0;5739;1;1;374;0
34;Techniker;geschieden;Allgemeine Hochschulreife;0;17;1;0;375;0
30;Freiberufler;verheiratet;Hochschulabschluss;0;23;1;1;375;0
30;Techniker;ledig;Hochschulabschluss;0;53;0;0;375;1
34;Techniker;verheiratet;Allgemeine Hochschulreife;0;209;1;1;375;0
41;Angestellter;verheiratet;Allgemeine Hochschulreife;0;217;1;0;375;0
34;Techniker;verheiratet;Hochschulabschluss;0;297;1;0;375;0
26;Student;ledig;Allgemeine Hochschulreife;0;316;0;0;375;0
41;Beamter;ledig;Allgemeine Hochschulreife;0;669;1;0;375;0
30;Angestellter;ledig;Allgemeine Hochschulreife;0;959;1;0;375;0
24;Arbeitslos;ledig;Allgemeine Hochschulreife;0;2573;0;0;375;1
40;Selbständig;verheiratet;Hochschulabschluss;0;2977;1;0;375;0
32;Techniker;verheiratet;Allgemeine Hochschulreife;0;3271;0;0;375;1
32;unbekannt;ledig;Hochschulabschluss;0;3289;0;0;375;0
34;Angestellter;ledig;Mittlere Reife;0;4260;1;0;375;0
29;Beamter;verheiratet;Allgemeine Hochschulreife;0;0;1;1;376;0
35;Beamter;ledig;Allgemeine Hochschulreife;0;0;1;0;376;0
59;Hausgehilfin;verheiratet;Allgemeine Hochschulreife;0;0;0;0;376;0
48;unbekannt;verheiratet;Hochschulabschluss;0;60;0;0;376;0
28;Servicekraft;ledig;Allgemeine Hochschulreife;0;118;1;1;376;0
66;Rentner;verheiratet;Allgemeine Hochschulreife;0;203;0;0;376;0
31;Beamter;ledig;Allgemeine Hochschulreife;0;320;1;0;376;0
29;Student;ledig;Hochschulabschluss;0;459;0;0;376;0
52;unbekannt;verheiratet;Hochschulabschluss;0;583;0;0;376;1
34;unbekannt;ledig;Hochschulabschluss;0;808;0;0;376;0
37;Beamter;ledig;Allgemeine Hochschulreife;0;810;1;0;376;0
46;Angestellter;verheiratet;Allgemeine Hochschulreife;0;1144;1;0;376;1
42;unbekannt;verheiratet;Hochschulabschluss;0;1205;0;0;376;1
37;Beamter;verheiratet;Allgemeine Hochschulreife;0;1967;0;0;376;1
47;Techniker;verheiratet;Hochschulabschluss;0;2408;0;0;376;1
43;unbekannt;geschieden;Hochschulabschluss;0;3578;0;0;376;0
54;Freiberufler;ledig;Hochschulabschluss;0;5417;1;0;376;0
30;Beamter;ledig;Allgemeine Hochschulreife;0;-118;0;0;377;0
34;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;7;1;0;377;0
34;Arbeitslos;ledig;Allgemeine Hochschulreife;0;15;0;0;377;1
35;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;44;1;0;377;0
33;Angestellter;verheiratet;Allgemeine Hochschulreife;0;202;1;0;377;0
52;Beamter;verheiratet;Mittlere Reife;0;208;1;0;377;0
33;unbekannt;verheiratet;Hochschulabschluss;0;250;0;0;377;1
40;Techniker;verheiratet;Hochschulabschluss;0;253;1;0;377;0
25;Arbeitslos;ledig;Hochschulabschluss;0;343;0;0;377;1
37;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;466;1;1;377;1
22;Student;ledig;unbekannt;0;466;0;0;377;1
61;unbekannt;verheiratet;Hochschulabschluss;0;477;1;0;377;1
34;Beamter;verheiratet;Hochschulabschluss;0;899;1;0;377;0
31;Student;ledig;unbekannt;0;988;0;0;377;0
23;Angestellter;ledig;Allgemeine Hochschulreife;0;1105;1;0;377;0
31;Techniker;ledig;Hochschulabschluss;0;1320;0;0;377;0
41;Angestellter;verheiratet;Allgemeine Hochschulreife;0;1522;1;1;377;0
40;Angestellter;verheiratet;Mittlere Reife;0;2133;1;1;377;0
59;unbekannt;verheiratet;Hochschulabschluss;0;2239;0;0;377;1
52;Techniker;verheiratet;Hochschulabschluss;0;2506;0;0;377;0
31;unbekannt;ledig;Hochschulabschluss;0;3283;0;0;377;0
32;unbekannt;ledig;Hochschulabschluss;0;4582;1;0;377;0
34;unbekannt;geschieden;Hochschulabschluss;0;-401;1;0;378;0
36;unbekannt;geschieden;Hochschulabschluss;0;0;1;0;378;0
33;unbekannt;verheiratet;Hochschulabschluss;0;0;1;0;378;1
57;Angestellter;verheiratet;Allgemeine Hochschulreife;0;25;1;0;378;0
35;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;52;1;0;378;1
44;Angestellter;verheiratet;Mittlere Reife;0;134;1;0;378;0
29;unbekannt;verheiratet;Hochschulabschluss;0;202;1;0;378;0
27;Student;ledig;Allgemeine Hochschulreife;0;213;0;0;378;1
48;Techniker;verheiratet;Allgemeine Hochschulreife;0;568;1;0;378;1
34;unbekannt;verheiratet;Hochschulabschluss;0;731;1;0;378;0
47;Angestellter;verheiratet;Allgemeine Hochschulreife;0;1230;1;0;378;1
43;Angestellter;verheiratet;Mittlere Reife;0;1892;1;0;378;0
57;Hausgehilfin;verheiratet;Hochschulabschluss;0;2326;0;0;378;1
64;unbekannt;verheiratet;unbekannt;0;2799;0;0;378;0
44;Angestellter;verheiratet;Allgemeine Hochschulreife;0;4236;1;0;378;0
55;unbekannt;geschieden;Hochschulabschluss;0;5253;1;1;378;0
51;Angestellter;verheiratet;Allgemeine Hochschulreife;0;-237;1;1;379;0
28;Beamter;ledig;Allgemeine Hochschulreife;0;-36;1;0;379;0
28;Selbständig;ledig;Hochschulabschluss;0;0;1;0;379;0
59;Hausgehilfin;geschieden;Hochschulabschluss;0;0;0;0;379;0
29;Angestellter;ledig;Allgemeine Hochschulreife;0;2;1;1;379;1
34;Angestellter;verheiratet;Allgemeine Hochschulreife;0;34;0;0;379;0
27;Student;ledig;Hochschulabschluss;0;39;0;0;379;1
21;Student;ledig;Allgemeine Hochschulreife;0;123;0;0;379;1
28;Servicekraft;ledig;Allgemeine Hochschulreife;0;217;1;0;379;0
38;Angestellter;verheiratet;Allgemeine Hochschulreife;0;279;1;0;379;0
41;Angestellter;ledig;Allgemeine Hochschulreife;0;495;1;0;379;0
32;Beamter;ledig;Allgemeine Hochschulreife;0;540;1;0;379;0
54;Angestellter;verheiratet;Allgemeine Hochschulreife;0;688;1;0;379;0
23;Student;ledig;Allgemeine Hochschulreife;0;1062;0;0;379;0
23;Student;ledig;Allgemeine Hochschulreife;0;1234;0;0;379;1
34;Techniker;ledig;Allgemeine Hochschulreife;0;1259;1;0;379;0
36;unbekannt;verheiratet;Hochschulabschluss;0;1434;0;0;379;0
38;Techniker;ledig;Allgemeine Hochschulreife;0;1711;0;0;379;1
43;unbekannt;verheiratet;Hochschulabschluss;0;2383;0;0;379;1
26;Student;ledig;Allgemeine Hochschulreife;0;3090;0;0;379;0
37;Beamter;verheiratet;Hochschulabschluss;0;3221;0;0;379;1
47;Hausgehilfin;ledig;Allgemeine Hochschulreife;0;17023;0;0;379;1
48;Beamter;geschieden;Allgemeine Hochschulreife;0;-480;0;0;380;0
31;Techniker;ledig;Hochschulabschluss;0;-162;1;0;380;0
31;Techniker;verheiratet;Allgemeine Hochschulreife;0;119;1;0;380;0
33;Beamter;ledig;Hochschulabschluss;0;146;0;0;380;1
40;Selbständig;verheiratet;Allgemeine Hochschulreife;0;167;1;1;380;0
37;Hausgehilfin;geschieden;Allgemeine Hochschulreife;0;226;0;1;380;0
26;Techniker;ledig;Allgemeine Hochschulreife;0;507;0;0;380;1
45;Servicekraft;geschieden;Mittlere Reife;0;523;0;0;380;0
37;Servicekraft;ledig;Allgemeine Hochschulreife;0;608;0;0;380;0
60;Rentner;verheiratet;Allgemeine Hochschulreife;0;938;0;0;380;0
50;Rentner;verheiratet;Allgemeine Hochschulreife;0;1227;0;0;380;0
34;Techniker;verheiratet;Allgemeine Hochschulreife;0;1641;1;0;380;0
33;Techniker;verheiratet;Allgemeine Hochschulreife;0;1844;1;1;380;0
43;unbekannt;verheiratet;Hochschulabschluss;0;3186;0;0;380;1
32;Techniker;verheiratet;Allgemeine Hochschulreife;0;3322;1;0;380;0
35;unbekannt;ledig;Hochschulabschluss;0;3544;1;0;380;1
46;Angestellter;verheiratet;Allgemeine Hochschulreife;0;4007;0;0;380;0
33;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;4402;1;0;380;0
48;unbekannt;verheiratet;unbekannt;0;7861;0;0;380;0
30;unbekannt;ledig;Hochschulabschluss;0;13774;0;0;380;0
35;Techniker;verheiratet;Allgemeine Hochschulreife;0;-259;1;0;381;0
30;unbekannt;ledig;Hochschulabschluss;0;0;1;0;381;0
31;Techniker;ledig;Allgemeine Hochschulreife;1;25;0;0;381;0
52;unbekannt;verheiratet;Hochschulabschluss;0;193;0;0;381;1
30;Angestellter;geschieden;Allgemeine Hochschulreife;0;292;1;0;381;0
33;unbekannt;verheiratet;Hochschulabschluss;0;663;1;0;381;0
44;Selbständig;geschieden;Hochschulabschluss;0;1070;1;0;381;1
35;Techniker;ledig;Allgemeine Hochschulreife;0;1467;1;1;381;0
37;Angestellter;verheiratet;unbekannt;0;1508;0;1;381;1
61;Rentner;verheiratet;Allgemeine Hochschulreife;0;3114;0;0;381;0
43;Selbständig;verheiratet;Hochschulabschluss;0;3157;0;0;381;0
33;Servicekraft;ledig;Allgemeine Hochschulreife;0;3269;0;1;381;0
52;unbekannt;verheiratet;Allgemeine Hochschulreife;0;4873;0;0;381;0
56;Rentner;verheiratet;Allgemeine Hochschulreife;0;-1206;1;0;382;0
26;Angestellter;ledig;Allgemeine Hochschulreife;0;-46;1;0;382;1
30;Beamter;ledig;Allgemeine Hochschulreife;0;40;0;0;382;0
26;Student;ledig;Hochschulabschluss;0;97;0;0;382;0
25;Student;ledig;Allgemeine Hochschulreife;0;154;0;0;382;1
